[2026-01-22 00:56:21,213][INFO] copytrade 启动 | poll_interval=60.0s
[2026-01-22 01:03:27,392][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769061722000
[2026-01-22 01:03:27,688][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:03:27,930][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769061722000
[2026-01-22 01:03:27,930][INFO] no token updates, total=3
[2026-01-22 01:04:28,242][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769061722000
[2026-01-22 01:04:28,565][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:04:28,890][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769061722000
[2026-01-22 01:04:28,891][INFO] no token updates, total=3
[2026-01-22 01:05:29,194][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769061722000
[2026-01-22 01:05:29,496][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:05:29,804][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769061722000
[2026-01-22 01:05:29,804][INFO] no token updates, total=3
[2026-01-22 01:06:30,130][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769061722000
[2026-01-22 01:06:30,430][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:06:30,750][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769061722000
[2026-01-22 01:06:30,750][INFO] no token updates, total=3
[2026-01-22 01:07:31,062][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769061722000
[2026-01-22 01:07:31,366][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:07:31,688][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769061722000
[2026-01-22 01:07:31,688][INFO] no token updates, total=3
[2026-01-22 01:08:31,997][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769061722000
[2026-01-22 01:08:32,294][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:08:32,613][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062078000
[2026-01-22 01:08:32,613][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=3)
[2026-01-22 01:09:32,920][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062078000
[2026-01-22 01:09:33,238][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:09:33,553][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062078000
[2026-01-22 01:09:33,553][INFO] no token updates, total=3
[2026-01-22 01:10:33,872][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062078000
[2026-01-22 01:10:34,183][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:10:34,507][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062078000
[2026-01-22 01:10:34,508][INFO] no token updates, total=3
[2026-01-22 01:11:34,830][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769062078000
[2026-01-22 01:11:35,131][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:11:35,434][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:11:35,435][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=4)
[2026-01-22 01:12:35,740][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:12:36,047][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:12:36,348][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:12:36,349][INFO] no token updates, total=4
[2026-01-22 01:13:36,669][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:13:36,982][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:13:37,232][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:13:37,232][INFO] no token updates, total=4
[2026-01-22 01:14:37,543][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:14:37,843][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:14:38,091][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:14:38,091][INFO] no token updates, total=4
[2026-01-22 01:15:38,397][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:15:38,691][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:15:38,935][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:15:38,935][INFO] no token updates, total=4
[2026-01-22 01:16:39,253][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:16:39,557][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:16:39,851][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:16:39,851][INFO] no token updates, total=4
[2026-01-22 01:17:40,159][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:17:40,469][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:17:40,782][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:17:40,782][INFO] no token updates, total=4
[2026-01-22 01:18:41,137][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:18:41,442][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:18:41,733][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:18:41,733][INFO] no token updates, total=4
[2026-01-22 01:19:42,049][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:19:42,345][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:19:42,640][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:19:42,640][INFO] no token updates, total=4
[2026-01-22 01:20:42,950][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:20:43,247][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:20:43,562][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062266000
[2026-01-22 01:20:43,562][INFO] no token updates, total=4
[2026-01-22 01:21:43,884][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769062266000
[2026-01-22 01:21:44,180][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:21:44,492][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:21:44,494][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=5)
[2026-01-22 01:22:44,814][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:22:45,142][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:22:45,457][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:22:45,457][INFO] no token updates, total=5
[2026-01-22 01:23:45,753][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:23:46,058][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:23:46,371][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:23:46,371][INFO] no token updates, total=5
[2026-01-22 01:24:46,692][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:24:46,987][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:24:47,248][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:24:47,248][INFO] no token updates, total=5
[2026-01-22 01:25:47,582][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:25:47,874][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:25:48,126][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:25:48,126][INFO] no token updates, total=5
[2026-01-22 01:26:48,464][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:26:48,759][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:26:49,025][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:26:49,026][INFO] no token updates, total=5
[2026-01-22 01:27:49,352][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:27:49,659][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:27:49,917][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:27:49,918][INFO] no token updates, total=5
[2026-01-22 01:28:50,239][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:28:50,571][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:28:50,880][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769062872000
[2026-01-22 01:28:50,880][INFO] no token updates, total=5
[2026-01-22 01:29:51,184][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769062872000
[2026-01-22 01:29:51,506][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:29:51,819][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063366000
[2026-01-22 01:29:51,820][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=6)
[2026-01-22 01:30:52,122][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063366000
[2026-01-22 01:30:52,440][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:30:52,751][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769063366000
[2026-01-22 01:30:52,752][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=7)
[2026-01-22 01:31:53,055][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063448000
[2026-01-22 01:31:53,350][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:31:53,649][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063448000
[2026-01-22 01:31:53,649][INFO] no token updates, total=7
[2026-01-22 01:32:53,995][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063448000
[2026-01-22 01:32:54,345][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:32:54,696][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063448000
[2026-01-22 01:32:54,697][INFO] no token updates, total=7
[2026-01-22 01:33:55,033][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063448000
[2026-01-22 01:33:55,332][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:33:55,626][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063448000
[2026-01-22 01:33:55,627][INFO] no token updates, total=7
[2026-01-22 01:34:55,945][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769063448000
[2026-01-22 01:34:56,280][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:34:56,571][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063642000
[2026-01-22 01:34:56,572][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=7)
[2026-01-22 01:35:56,871][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063642000
[2026-01-22 01:35:57,247][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:35:57,542][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063642000
[2026-01-22 01:35:57,542][INFO] no token updates, total=7
[2026-01-22 01:36:57,853][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769063642000
[2026-01-22 01:36:58,198][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:36:58,502][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063798000
[2026-01-22 01:36:58,503][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=8)
[2026-01-22 01:37:58,817][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063798000
[2026-01-22 01:37:59,108][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=0 normalized=0 since_ms=1769061381214
[2026-01-22 01:37:59,401][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063798000
[2026-01-22 01:37:59,402][INFO] no token updates, total=8
[2026-01-22 01:38:59,705][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063798000
[2026-01-22 01:39:00,024][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=1 since_ms=1769061381214
[2026-01-22 01:39:00,368][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063798000
[2026-01-22 01:39:00,370][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=9)
[2026-01-22 01:40:00,688][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769063798000
[2026-01-22 01:40:01,009][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=2 normalized=1 since_ms=1769063932000
[2026-01-22 01:40:01,328][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:40:01,330][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=9)
[2026-01-22 01:41:01,626][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:41:01,925][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769063942000
[2026-01-22 01:41:02,205][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:41:02,205][INFO] no token updates, total=9
[2026-01-22 01:42:02,545][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:42:02,889][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769063942000
[2026-01-22 01:42:03,147][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:42:03,147][INFO] no token updates, total=9
[2026-01-22 01:43:03,480][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:43:03,784][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769063942000
[2026-01-22 01:43:04,043][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:43:04,043][INFO] no token updates, total=9
[2026-01-22 01:44:04,376][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:44:04,682][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769063942000
[2026-01-22 01:44:04,940][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:44:04,940][INFO] no token updates, total=9
[2026-01-22 01:45:05,262][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:45:05,558][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769063942000
[2026-01-22 01:45:05,878][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:45:05,878][INFO] no token updates, total=9
[2026-01-22 01:46:06,197][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:46:06,491][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769063942000
[2026-01-22 01:46:06,814][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:46:06,815][INFO] no token updates, total=9
[2026-01-22 01:47:07,114][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:47:07,417][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769063942000
[2026-01-22 01:47:07,735][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:47:07,735][INFO] no token updates, total=9
[2026-01-22 01:48:08,076][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:48:08,368][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769063942000
[2026-01-22 01:48:08,683][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:48:08,683][INFO] no token updates, total=9
[2026-01-22 01:49:08,996][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769063964000
[2026-01-22 01:49:09,303][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769063942000
